label,max,min,std,mean
1,10.6345196231,19.6475778352,2.96704816324,3.6598434358
1,10.8252864498,19.0142296137,3.78795083963,3.52722867122
1,10.6589917479,19.403215627,4.1168162632,3.50571364785
1,10.36252895,18.7537799303,5.51314590559,2.44330425818
4,10.6477406339,20.5236453465,1.26800973419,3.9585516452
4,12.3568428804,21.2564980244,1.94904273344,5.91285455772
4,12.5740071451,22.8808108361,2.72471652265,5.75064722879
4,11.9488068145,23.2764493372,1.1628459026,5.60236840152
4,12.3400268103,21.7931389792,2.67690943179,5.59747138714
4,12.9673315759,25.0605908825,1.02668878075,5.93260082932
4,12.8752829029,24.7716039036,1.22507443311,5.8957953474
4,12.5901005903,23.3541710371,0.895738548132,5.78710666731
4,12.3442417261,21.0690761579,0.957792293739,5.60731686485
4,13.2435630795,22.0823979787,3.16446731374,5.40402002025
4,12.0943473218,20.8452649717,2.28517611731,5.90293432565
4,11.9204600433,20.8638155802,2.07932351508,5.74725877786
4,12.3929415167,20.7039535307,2.78232071217,5.45134901139
4,12.240058069,23.3850139257,1.6166957044,6.25736601745
4,11.6471826395,21.3034479889,2.01479886043,5.46140977381
4,11.1530039312,21.048148542,1.10190211901,5.76552380478
4,11.8319486326,21.4519655264,2.71800173187,5.64805197524
4,12.0427196855,22.1967704146,1.84081403471,6.02112584725
4,12.3826416034,21.8621344302,0.747383608975,5.79499466904
4,12.608297357,23.6126707786,2.15296294724,5.90671187334
4,12.6794146544,22.3514927401,2.14657715098,5.59786531518
4,12.5456756537,21.3583086071,1.08228213899,5.70303241252
4,12.5649309837,21.3394826845,1.88817520789,5.45329363121
4,12.5140279347,21.818840895,0.634918614944,5.84847003343
4,12.2405330696,21.0946826737,0.621929602833,5.75776717374
4,11.921225375,20.9808636273,0.915911392618,5.37164202111
4,12.6124136449,20.8879487002,3.79509430164,5.03085544651
4,11.5661463904,20.8096586636,2.16790414487,5.54533460595
4,11.085501516,20.1654936894,2.6474325689,4.43725514599
1,11.7808067088,25.6776578217,3.06393674329,4.6988721622
1,11.6238349163,24.2233219127,3.5608373139,4.62865448915
1,11.6805403014,25.2666767427,3.50645372192,5.07281778301
1,11.7914968121,25.5868081261,3.57119275839,5.12777283204
1,11.6106535805,22.3622390716,4.25282908023,4.74022649178
1,11.8001441991,26.7176233788,3.99002407763,4.52794855903
1,11.6942004455,26.1423102312,3.81360444089,5.53573920741
1,11.8392803646,26.0754691863,3.61654718045,5.04411459582
1,12.163611084,24.2161141301,3.86754783211,4.56608526213
1,11.710214303,25.3388516067,3.52836652961,4.65264451304
1,11.7797765974,24.4860365878,3.97918281734,4.85527005407
1,11.579077032,22.9162875439,4.23597241747,4.53487661237
1,11.948543909,24.6219613415,2.85718255281,5.19782180173
1,11.4871180928,22.0502054554,3.72107005793,4.71712133845
1,11.4811388874,24.9924298009,3.51953339611,4.92085157505
1,11.6511766797,24.4658901825,3.51022024591,4.67361247007
1,11.9667955326,24.6472724145,3.83639495277,4.71030641349
1,11.8337542686,22.4766400227,3.52396016525,4.48720267664
1,11.2306411611,24.5678598473,3.38544862257,4.53983982773
1,11.7252075506,25.9183358459,3.37833187145,4.77131040031
1,12.1194181579,27.2319408609,2.66367762689,5.2791262439
1,11.8976082193,22.2529408398,4.09467900564,4.51398436419
1,12.0098752162,27.7838982695,3.01396397317,5.40668778667
1,11.9190140764,28.3822218239,2.74437215042,5.11591869772
1,11.5838598982,26.5701557957,3.54947790962,5.07748279868
1,11.8766730844,26.6088901126,3.22709908201,4.95482123077
1,11.9415160541,26.9225170058,3.06969943348,5.17152207802
1,11.9090013003,27.9090233945,3.1057034162,5.23681361001
1,11.9145882946,26.7735360575,3.28295741411,4.90503080704
1,11.7489098241,27.4982563988,3.18846505122,5.06197578691
1,11.9099785526,27.4605204096,4.11232033042,4.57106897082
1,11.93169923,26.2769654393,3.52933470454,4.8486874014
1,11.8247300359,27.0300428686,3.38884549126,4.55596465994
1,11.6702706067,27.3451369352,3.29353095853,4.74697717812
1,11.8650789536,27.3396956023,4.25756616213,4.76997442155
1,11.8988860085,25.9869704703,3.10142150091,4.76621145509
1,11.9056509236,27.9979549076,3.74383142831,4.8252993816
1,11.942286785,25.8981782325,2.16933721986,4.93598104142
1,11.6350683299,26.4682809984,3.78758612911,4.5304000303
1,11.7315310655,25.8052882322,2.84173654436,4.54518921927
1,11.9146369539,27.5545549594,3.78347739255,4.68408272916
1,11.9338098653,26.1817554315,3.09811170864,4.59393513706
1,11.792035369,27.7163472532,3.21866577682,5.12485024943
1,12.125467055,27.3821038302,3.74371657937,4.92650320742
1,11.7931210462,27.4250537721,3.4893175321,4.59951492053
1,11.7145233967,26.4083556788,3.53196197686,5.02456396037
1,11.8420333712,27.7717180651,3.13000753674,4.67295019299
1,11.5059592574,27.8605642991,3.22585710064,4.98274155634
1,11.5088438791,27.1818487367,3.7187848445,4.7033718482
1,11.7522257607,26.7719513888,3.8467599842,4.64222432801
1,11.7956231604,26.8680223694,3.19295625164,4.91945727386
1,11.7659507951,27.0850702975,3.25346535863,4.67105039173
1,11.9959794484,25.4532789526,3.87305128209,4.81925171286
1,11.9129773827,27.0829502849,2.89938234346,4.99947000613
1,12.0228924466,27.5416444876,3.23184887952,5.22001195355
1,11.8890018512,27.5384342727,3.64192189021,5.04854731916
1,11.5844912444,27.3723627919,3.33239296581,4.78809800572
1,11.7393613511,26.4750594503,3.50747212671,4.71770017203
1,11.891102388,26.7864710819,3.51574476288,4.77196935819
1,11.6285709253,26.4904050967,3.40155276862,4.84527908067
1,11.7347296637,27.731329187,4.01420846804,4.60017355251
1,11.4265645223,27.2167471749,3.08500470563,5.44306035661
1,11.7904333623,27.2048810889,3.66164969652,4.72605614731
1,11.8407471545,27.5306511921,3.15307840953,4.9556436221
1,11.9444474155,27.2995287245,2.90515472453,4.95800612543
1,11.5759999947,24.2201998813,3.36068351819,4.82637707681
4,16.3840165425,27.8484062464,2.14271590868,6.9681847005
4,15.6942088174,29.3774614022,4.66595704927,6.84985479111
4,15.4510005797,29.2247795276,1.40504829798,7.2957248753
4,14.7365118451,29.8467990824,2.63336196644,6.97985148756
4,15.3787172522,28.8573634382,5.47864273645,6.74936413617
4,15.5373243722,29.6200676941,3.78874831925,6.4956511146
4,17.491975215,29.8498533516,2.19142053779,7.07462897561
4,16.8607682319,28.1363872262,3.50648727826,6.66147687353
4,16.2560418314,29.1223786291,1.87114805785,6.9607976579
4,18.0002211012,29.8947530164,2.17578222175,7.17517152668
4,16.4051027174,29.507181503,2.19373226209,7.48730430124
4,16.8398706922,28.4825380184,2.57977990429,6.94617362259
4,15.8827568107,29.3017380991,1.26816685812,7.58401328722
4,16.9851036427,29.9890430968,1.59581123835,7.17002548784
4,17.4011009496,29.6404039302,0.990564461828,7.00760451968
4,17.5003898963,29.4563972349,2.28582614824,6.68516315681
4,16.4234022256,29.0490455061,2.96821797945,6.5714568118
4,16.7576589983,29.3089140896,2.9715587219,7.35417533106
4,16.4779018462,28.5706633185,2.97529724724,6.46536224709
4,16.0993983186,29.2360875884,1.54514563147,7.30262522826
4,16.4277581132,29.2186591949,2.29790638704,7.27458102579
4,16.3478907874,29.6536713754,1.95296569925,7.13498589923
4,15.5442374848,28.6547713055,3.07197293569,6.98040217833
4,15.0223212787,29.0566654884,0.987174507591,7.10464369355
4,14.9769163229,27.5658055973,2.88614875082,6.89304293207
4,15.6056406972,27.6031310609,4.14350346876,7.12031743005
4,15.5652240014,28.6459614719,2.21043382709,7.2590297066
4,17.0322758867,28.0885318168,3.62662311887,6.76291286262
4,16.9463130654,29.3217344986,2.45299688329,6.96006624209
4,15.5766745246,29.3538840107,2.31183252527,6.98378912053
4,16.1561869536,29.4231467078,3.20605952907,6.85785619439
4,16.3495696675,29.0202378025,3.37900779955,7.33424361937
4,15.4889109652,28.794659082,2.30329890842,6.36089255091
4,16.5675198888,29.1507188619,1.51398995431,6.91541288132
4,17.0496440607,29.1709782399,2.65835823115,6.8865855431
4,16.3916201762,28.7906561284,4.64919924113,6.99385792199
4,16.6930972179,28.8286647309,2.58993600019,6.50810219832
4,15.4529320003,28.4484099532,4.55058432705,6.58764274201
4,14.8683799413,29.5078690221,1.2666129734,6.66765699609
4,15.9185834771,29.001414537,1.47457136811,6.71006481086
4,17.4874675636,28.6146877605,2.30035170203,7.08935158194
4,17.0860784629,28.8448301137,2.00325184464,6.79114225294
4,15.7221226155,28.7493132197,2.93276084593,6.67247394993
4,16.0594702855,28.0544004149,4.04824852683,6.57689094669
4,15.7149213226,29.2389126963,3.25766691198,6.49659047126
4,15.9830255471,28.0284642849,3.27920123195,6.99611620566
4,15.5884083353,28.8010395848,2.64132069663,7.23046349814
4,14.8448030822,29.0598652327,1.26436606023,6.98477025186
4,15.4975463819,29.4889454722,4.79864772724,7.28917447458
4,15.5510608695,26.930854044,4.91215199268,6.4202989778
4,16.0633268237,27.8053372629,1.10028002572,6.93430937954
4,12.9849671177,26.6693005005,1.62187326491,7.20080279056
1,11.210730863,24.9103043375,2.08355896318,5.156063459
1,11.5344570432,24.2452675641,2.09356670165,4.49223311459
1,11.0380398002,25.2234995654,2.03405881092,4.75157413227
1,11.6684493415,25.2649160273,2.18668826249,4.64467711936
1,11.6108488109,25.0824523035,2.24575688209,4.69619253651
1,11.4349373287,24.7146810179,2.29786754324,5.13879554135
1,11.9654532442,24.8830228522,2.23924171466,4.80970935702
1,11.7084435433,24.8467269356,3.05394242817,5.0368744638
1,11.6340526487,24.4966525434,2.39251684212,4.79544572174
1,12.0418469059,25.0682629144,2.29743251461,4.96846337176
1,11.7686703618,25.6838752898,3.00789054942,5.00284603983
1,11.7186750849,23.2945643997,2.40887736555,4.75195777721
1,11.603745277,24.9305183408,2.28188208756,4.99433745589
1,11.5887620241,26.0588486681,2.26519391149,4.80241048179
1,11.5966513316,24.6446439458,2.36508213566,4.89648750243
1,11.74557406,23.8420880347,2.91212092865,4.59328933582
1,11.3766327549,24.3868485751,2.21202933154,5.17116460606
1,11.9039238941,25.7430338149,2.94151959564,4.94615076936
1,11.6396667827,26.3644383818,2.72782815906,5.03923254898
1,12.7548558294,26.0854790802,2.28703069128,5.16211872598
1,11.7318428522,24.9757321044,4.20826048795,4.57903001245
1,12.6031364754,24.7072419656,2.76875787311,4.39883798497
1,13.3723458156,23.813340392,4.38845690804,4.05562853259
1,14.5027278475,25.3005285365,4.01456323571,4.28304360046
1,13.7241910647,24.6993499631,3.65439371591,4.14728161245
1,14.0634356463,25.9433491434,2.64183903909,5.17908427147
1,14.236362151,22.8355339589,2.82172769417,4.0284359054
1,14.0303505051,25.12322712,5.52897983118,4.61162708388
1,13.2087945456,25.6059821513,3.01475006477,4.99979289565
1,11.9770432362,24.54972468,2.92350173184,4.5992927171
1,11.9841492288,24.4767524632,2.29727632208,5.03070598413
1,12.763167207,23.6483172806,1.84393225999,4.27881913791
1,13.6931769248,24.5172202427,3.12888001724,4.04956550714
1,13.285973981,24.6514389219,3.09728754917,3.97435979376
1,13.4159832679,26.047692129,3.13419503222,5.59989842851
1,11.925988867,25.6038298092,2.70535921554,4.97548038626
1,11.7265318755,25.5791206872,3.62009147972,4.96246430002
1,12.0106490575,25.0362560517,2.92915021732,4.70759869598
1,11.2826068118,25.3043669867,3.03758349818,4.9496504534
1,11.732252266,25.2745419004,3.22203018297,4.63546167761
1,11.7944707387,25.5616530422,2.82662723652,5.06171486945
1,11.9457444129,24.5272115249,2.54760113535,5.08560971338
1,11.8404602324,25.4404508285,3.20651104876,4.9358017048
1,11.6622187084,25.1582593036,2.46168204689,5.05886592931
1,11.6788511653,25.0259836135,2.63026637053,5.11757870087
1,11.8711518173,24.5383582634,3.35866603453,4.55523379998
1,11.9227625405,25.5909028435,2.4967750923,5.22167549418
1,12.2716666967,24.648957199,1.88224022815,5.52771025716
1,12.1998207545,25.3032969859,2.05368097749,5.18439126386
1,12.2891860481,25.4770779539,1.6383888284,5.18935770176
1,11.7973933639,26.2080514333,1.22683494141,5.37706477129
1,11.7391319635,25.3070433821,2.06527615145,5.11778292368
1,11.973514627,25.1893860241,2.53681831829,4.90158416352
1,11.9778132648,25.2598538611,2.36609560762,5.24942466121
1,11.9511380727,25.6755802648,1.74823205734,5.09679584811
1,11.7000935396,24.1569451427,2.17451561155,5.03319194926
1,11.8667383784,24.4409963045,1.84002038642,5.32638009261
1,11.678523944,22.2597031952,1.70310587601,4.884636265
1,11.8170555927,25.8351293361,2.90133965204,5.25846975167
1,11.9787824329,23.7549714122,3.42744420284,4.64676223264
1,11.5554998147,25.8690252087,1.65598797073,5.02580871272
1,11.8773955015,24.4040550041,3.59698431456,4.75537757748
1,11.6584944318,24.2958399393,2.32620151931,5.16942285214
1,11.6982729875,25.7947864161,2.44039372525,4.76359098363
4,14.3971855896,27.820442798,2.2871949457,6.6958933417
4,16.2489653168,27.8829734849,2.50001461505,7.0017860416
4,16.373576846,28.6031967981,1.92215917495,6.99100301541
4,15.2780278495,28.8421096948,5.01736687589,6.6118595282
4,15.3021044287,28.3274367349,2.81657000402,6.64037890235
4,15.2924739964,28.5986745893,3.45955701526,6.83147646483
4,16.2474283037,27.972566232,1.99361924748,7.1583996156
4,17.1982519032,29.1594720067,3.46009282432,7.2807577457
4,14.682229825,28.6998116167,1.50951743236,6.75731674192
4,16.362942319,29.1632399306,2.78404533447,6.45888526737
4,15.8730253887,28.6862822904,2.84144390349,7.10607727889
4,15.4631445228,28.9425998066,1.76447431971,7.37424443614
4,14.9104363297,27.6991379323,2.57700709773,6.90035888033
4,15.8877016107,28.9094444933,2.93222546452,7.22414376245
4,16.4048172118,29.3522449085,1.36608780605,7.38374797336
4,16.6951629436,28.3802498693,2.64866343153,7.60120249568
4,16.0669095491,28.5201752853,2.46725932164,6.92476551615
4,15.146852558,28.5553494166,4.88350446977,7.14357108258
4,15.4098400993,29.8956639713,3.35929991127,7.39372575762
4,15.8148308921,28.9709379269,2.32999323714,6.79237097563
4,15.8661663773,28.6980262153,1.13682044301,6.94499947859
4,16.5190004484,29.2084153046,5.26887209048,6.88530630702
4,16.5933091254,29.531734075,2.94119961676,6.47237082773
4,15.6499225547,28.6707340904,1.71916199151,7.34968598439
4,15.5457823354,29.0017797175,3.47759333534,7.07444898696
4,15.0803607784,28.4239763309,2.46844443993,6.87870640669
4,14.8892469088,28.686622667,2.45841772642,7.04537940826
4,14.5484389298,29.5929606068,1.93809078576,7.07108860607
4,15.998648378,28.0420918723,1.23307411639,7.17684232819
4,14.9541352111,28.53030532,4.06025198415,7.16783538292
4,16.2794202253,29.2802511448,2.61574582742,7.03363012628
4,16.6902208069,28.2537934509,1.10206807129,7.13726008731
4,16.2215266492,29.1867598668,2.67337394999,6.88306098725
4,15.4335001603,29.3284283617,1.63566913171,7.20635168316
4,16.350457703,28.6732645876,3.08503487125,7.16265504144
4,15.2856469035,28.5087808229,3.08181901227,6.77714754781
4,15.5526862203,29.2156941424,2.95475648092,6.56295265571
4,16.1259700873,28.5470981118,2.97935486406,7.02419566192
4,14.9978979975,28.2751115788,1.71368187167,6.95569199504
4,14.4331123669,28.603259528,2.20654050396,7.1278149716
4,15.6807019672,28.8853730183,2.26642131603,7.06543944571
4,14.355370868,28.6226951332,3.36630781071,6.77265936976
4,16.3087041575,28.5423045685,2.20203228286,7.34041647585
4,15.4886701397,28.9712664013,1.44180734649,6.84903107348
4,15.5692940027,29.3975957709,2.19908959672,7.37164061923
4,17.1494163977,29.3711922982,1.03983001754,7.23796507936
4,17.069494923,29.0450125068,0.965766823464,7.14558713644
4,15.7592987642,28.677596936,2.17434473404,6.90392495205
4,15.9155936611,28.3760746265,2.21333700996,6.78388552685
4,16.6816502032,29.0554529274,2.74776430675,7.13350953948
4,15.7158293954,28.5932317596,3.29322836023,6.86290206521
4,14.4858468913,29.2103016405,1.12748104571,6.92661996849
4,16.1532677516,29.0385766216,3.22105239013,6.79826425778
4,15.5156626632,29.0994502521,1.68848111778,7.01939323678
4,14.6793330127,27.1869802163,2.96461896064,6.74834947325
4,17.9832072677,25.0370132203,10.9294013151,7.05380595263
2,9.76722553404,20.7099659982,3.67511980455,3.54090677594
2,10.105301248,21.5415491317,3.18115390336,3.75873940306
2,10.5652821308,21.9315801864,2.80819771296,4.29607672306
2,10.4948686164,20.5521151796,3.22007885842,3.40162433685
2,9.97207974858,18.6503224813,3.00881416837,3.44395463025
2,9.93052352083,20.2396023296,2.74853014783,3.49971105305
2,10.1585124512,22.4090742832,1.22028363099,4.19665566304
2,10.3531004979,22.2159813207,2.24485379484,3.99514177092
2,10.3898393991,21.2155778892,2.43935915262,4.13456516462
2,9.92101767062,21.4294587169,2.56671388353,3.71449947587
2,10.0641838474,21.7683139181,2.17996014497,3.25836227668
2,9.99965508089,16.6297335585,3.12645843614,3.15868148511
3,10.5897842153,20.5647826671,3.07549452732,3.75331473425
3,10.4252562648,25.1279188757,2.80782327522,4.08704215623
3,10.6380379779,22.195941456,2.54758090845,3.91382320917
3,10.6273501508,21.2635831192,2.78254329347,4.33822839111
3,10.5807574482,20.6220172393,3.62023060383,3.41594441933
3,10.6091471184,23.2142113204,2.7451172079,4.58556333066
3,10.5446361017,21.5520038301,2.76512639376,3.99583189408
3,10.6840611768,24.0384618819,2.7387344865,4.67245330045
3,10.6088827919,23.7571114005,1.33622425,4.53136116806
3,10.5388234372,22.1564762577,2.84111163567,4.35698978179
3,10.5780382881,23.6715233451,2.14354182251,4.82129861938
3,11.9602994069,20.6873002237,2.78435681596,5.0562296226
2,10.1350925764,21.0032735697,3.15846689168,3.95192131197
2,10.197615474,21.6880903385,3.45906959726,3.72077484272
2,9.8450332763,17.747146639,2.38443753387,3.96970915777
2,10.193303663,21.5442862794,2.61416188346,3.75701157634
2,10.1463795293,22.7608130608,2.9965042185,4.21662553182
2,10.4239847709,20.7205771482,3.17234388199,3.31945976753
2,9.53596374391,20.2593610053,2.84222060606,3.32885675921
2,10.383659168,23.0840641261,2.66565893008,3.72079059956
2,10.3535080923,21.496058939,2.42869560084,3.84498542965
2,9.97501811881,21.4508666686,2.74259895244,3.85424467837
2,10.387273904,22.4948345943,2.46479572653,3.31917374168
2,10.1250211185,21.5153066828,2.63326196194,4.3645963341
2,9.66793775565,21.0029247535,1.91422961591,3.84495489467
3,10.3111230981,21.3455759165,1.89046809677,4.49306385903
3,10.6216096433,21.6528654918,1.35278537709,4.19527381449
3,10.553214772,20.7492969851,1.38872950027,4.67538648294
3,10.5575840438,21.8447763923,1.01688060989,4.0911807054
3,10.8891248328,20.4245618454,2.13048550455,4.0713934565
3,10.3529697703,22.6774497371,1.28560043758,4.73688264004
3,10.8488155679,21.7947062822,0.865488084792,4.51431611196
3,10.3013135966,21.2695902987,0.839269779987,4.78737695891
3,10.6761425578,21.5269509817,0.86149201105,4.8668833739
3,10.6911089084,21.8527379435,2.14393592202,4.56577332196
3,10.4414289193,21.5828661351,1.63736667394,5.02375875737
3,10.5221993755,23.2577459003,1.82459479742,3.78845139284
2,10.2518179615,20.2658853058,2.95759923119,4.16409459394
2,10.166488217,19.427129026,2.15821457744,3.74448488336
2,10.214722713,20.9502294767,2.49836927093,3.86108366938
2,10.7023045361,18.9159271192,2.16105769642,4.10288451009
2,10.2148420546,19.5376522403,3.94654506797,3.40724798811
2,10.2605145967,21.6002194342,2.47924632127,4.02436568219
2,10.0579368185,21.8039850071,1.88807746113,3.5269198634
2,10.2733266368,20.8399936484,3.24011004533,3.78763758801
2,10.3134363748,21.4868805498,2.75912217664,3.64726791114
2,10.1132676541,22.9133188479,2.62803392702,4.00844133688
2,10.5769608318,23.4001270258,2.94660189028,3.78117654164
2,10.0455345863,21.4377864668,3.24644450546,4.15583989517
3,10.5322976335,21.3948273132,1.66672994818,4.4834098247
3,10.2885111902,21.5873257308,1.54209149365,4.25925938144
3,10.9358758446,21.7141009093,0.667573242237,4.55415658381
3,10.5036155672,22.9563479275,1.01983367254,4.79743114484
3,10.5288939963,22.6116947088,3.2068512679,3.93796632805
3,10.6898991218,21.3402931237,0.978628381173,4.77733624488
3,10.5856548291,21.6101855031,1.11322634151,4.4818155429
3,10.3029630125,21.8677645086,1.3180206751,4.37454453308
3,10.6675128464,21.693789279,1.10817901065,4.47362901588
3,10.7646152255,21.6676586693,1.31728743058,4.81940820952
3,10.4251392003,21.8394827105,3.00390960041,3.24488142624
3,10.5616103193,22.1276480246,2.00578485572,4.61707968017
3,7.97507305205,13.4257961121,6.37002364046,2.79168098504
2,10.1590560458,21.0811709066,4.04248852787,3.77490325602
2,10.1568258482,16.6325949767,3.9909093724,2.95242729297
2,10.1542464941,22.6224476884,3.26884776421,3.75716345312
2,10.2420948652,22.209444125,3.39066073467,3.7326342516
2,10.1389345665,19.684106814,2.43965430048,3.79117820248
2,10.4497346641,19.6078811463,2.60394536989,3.89574391917
2,10.2819549652,20.9952557188,2.48524612525,3.49962304792
2,10.251232411,19.6482668047,2.82518572753,3.92023717031
